titel,url,code,pageID
Ferdowsi millennial celebration in Berlin,http://menadoc.bibliothek.uni-halle.de/download/pdf/93244?name=Die%20Firdosi-Feier%20in%20Berlin,en,29569789
Ferdowsi millennial celebration in Berlin,http://menadoc.bibliothek.uni-halle.de/download/pdf/93245?name=Rede,en,29569789
Bernard G. Weiss,http://menadoc.bibliothek.uni-halle.de/download/pdf/96002?name=Medieval%20Muslim%20Discussions%20of%20the%20Origin%20of%20Language,en,37794950
Donkey Cabbages,http://menadoc.bibliothek.uni-halle.de/inhouse/content/pageview/6544340,en,5970229
The Love for Three Oranges (fairy tale),http://menadoc.bibliothek.uni-halle.de/inhouse/content/pageview/1469982,en,8474963
The Princess on the Glass Hill,http://menadoc.bibliothek.uni-halle.de/inhouse/content/pageview/1470014,en,5214219
The Three Enchanted Princes,http://menadoc.bibliothek.uni-halle.de/inhouse/content/pageview/1470020,en,9862650
"The Dancing Water, the Singing Apple, and the Speaking Bird",http://menadoc.bibliothek.uni-halle.de/inhouse/content/pageview/1470038,en,5340460
Doctor Know-all,http://menadoc.bibliothek.uni-halle.de/inhouse/content/pageview/1470136,en,6758077
Old Georgian,http://menadoc.bibliothek.uni-halle.de/inhouse/content/titleinfo/6444135,en,20626363
Islamkundliche Untersuchungen,http://menadoc.bibliothek.uni-halle.de/iud,en,53166006
Elyor Karimov,http://menadoc.bibliothek.uni-halle.de/iud/content/pageview/909811,en,51503936
List of sources for the Crusades,http://menadoc.bibliothek.uni-halle.de/iud/content/pageview/1160105,en,25477200
Historians of the Crusades: the auxiliary sciences of history,http://menadoc.bibliothek.uni-halle.de/iud/content/pageview/1160105,en,66545496
Timeline of Qom,http://menadoc.bibliothek.uni-halle.de/iud/content/titleinfo/255772,en,53146615
Talk:Timeline of Qom,http://menadoc.bibliothek.uni-halle.de/iud/content/titleinfo/255772,en,53146625
Islam in Spain,http://menadoc.bibliothek.uni-halle.de/menalib/content/titleinfo/4890543,en,4331381
Georg Jacob,http://menadoc.bibliothek.uni-halle.de/ssg/content/pageview/974179,en,52340419
Manasik,http://menadoc.bibliothek.uni-halle.de/ssg/content/pageview/421232?query=manasik,en,57740384
Sa (Islamic measure),http://menadoc.bibliothek.uni-halle.de/ssg/content/pageview/503553,en,57673181
Maundy Thursday,http://menadoc.bibliothek.uni-halle.de/ssg/content/pageview/641932,en,170389
Ludovico Maracci,http://menadoc.bibliothek.uni-halle.de/ssg/content/pageview/1146111,en,14328253
Lokma,http://menadoc.bibliothek.uni-halle.de/ssg/content/pageview/821883,en,7748571
Sunni Islam,http://menadoc.bibliothek.uni-halle.de/ssg/content/pageview/505612,en,29402
Sunni Islam,http://menadoc.bibliothek.uni-halle.de/ssg/content/pageview/708141,en,29402
Sunni Islam,http://menadoc.bibliothek.uni-halle.de/ssg/content/pageview/503492,en,29402
Sunni Islam,http://menadoc.bibliothek.uni-halle.de/ssg/content/pageview/718931,en,29402
Talk:Mutasarrifate of Jerusalem,http://menadoc.bibliothek.uni-halle.de/ssg/content/structure/1078637,en,36330320
Mongol invasion of Bulgaria and Serbia,http://menadoc.bibliothek.uni-halle.de/ssg/content/structure/532943,en,40123514
Kudatku Bilik,http://menadoc.bibliothek.uni-halle.de/ssg/content/thumbview/473429,en,1700055
Tayma stones,http://menadoc.bibliothek.uni-halle.de/ssg/content/thumbview/645671,en,65673652
Gyula Németh (linguist),http://menadoc.bibliothek.uni-halle.de/ssg/content/titleinfo/562682?lang=en,en,33800488
List of biographies of Muhammad,http://menadoc.bibliothek.uni-halle.de/ssg/content/titleinfo/1010167,en,30896066
Ibn Bashkuwāl,http://menadoc.bibliothek.uni-halle.de/ssg/content/titleinfo/573671,en,60726942
Abu Muhammad al-Hasan ibn Musa al-Nawbakhti,http://menadoc.bibliothek.uni-halle.de/ssg/content/titleinfo/239876,en,60891284
Abd al-Aziz ibn Marwan,http://menadoc.bibliothek.uni-halle.de/ssg/content/titleinfo/402739,en,36852107
Al-Tabari,http://menadoc.bibliothek.uni-halle.de/ssg/content/titleinfo/418497,en,344687
List of sources for the Crusades,http://menadoc.bibliothek.uni-halle.de/ssg/content/titleinfo/840975,en,25477200
Bashmurian revolts,http://menadoc.bibliothek.uni-halle.de/ssg/content/tpage/636627,en,33216758
Al-Ma'mun,http://menadoc.bibliothek.uni-halle.de/ssg/content/tpage/636627,en,341374
Marwan II,http://menadoc.bibliothek.uni-halle.de/ssg/content/tpage/636627,en,437418
Bashmur,http://menadoc.bibliothek.uni-halle.de/ssg/content/tpage/636627,en,48872394
Hallesche Beiträge zur Orientwissenschaft,http://menadoc.bibliothek.uni-halle.de/ssg/nav/classification/1481187?s=date,en,53686947
Alfred von Kremer,"http://menadoc.bibliothek.uni-halle.de/ssg/search/field?vl.person=Kremer,%20Alfred",en,61261758
Carl Brockelmann,"http://menadoc.bibliothek.uni-halle.de/ssg/search/field?vl.person=Brockelmann,%20Carl",en,3430980
Waqf of Ibshir Mustafa Pasha Complex,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91863.,en,61036719
Ottoman constitution of 1876,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,5496119
Bosnia Vilayet,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,864969
Danube Vilayet,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,3758163
Media of the Ottoman Empire,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,61266824
Languages of the Ottoman Empire,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,36471624
Takvim-i Vekayi,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,39714897
Mass media in Egypt,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,18957242
Edict of Gülhane,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,604321
Ottoman Reform Edict of 1856,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,2904478
Gregory Aristarchis,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,34216041
Mecelle,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,5162274
Konstantinos Photiadis,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,39934407
Galatasaray High School,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,937618
Ioannis Vithynos,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,39934210
Constitution of Tunisia,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,14036888
Talk:Cheikh-ul-islam,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,61752139
Talk:Vilaïet,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,61752149
Talk:Fonds vakouf,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,61752184
Talk:Iradèh,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,61752316
Shaykh al-Islām,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,4711939
Talk:Konstantinopla,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,61752383
Düstur,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,61768544
Législation ottomane,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,61768766
Talk:Tanzimat,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,7386657
Hatt-i humayun,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,29932496
Vilayet,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,30794594
Wali (administrative title),http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,12742430
Sanjak,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,463858
Kaza,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,2947419
Millet (Ottoman Empire),http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,1173112
Grand vizier,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,364771
Judaeo-Spanish,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,18910757
Talk:Armenian National Constitution,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,9277832
Talk:Azgayin Sahmanadrut‘iwn Hayoc` – Nizamname-i millet-i Ermeniyan,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,61786318
History of the Jews in the Ottoman Empire,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,31870421
Talk:Sadr-i a’zam,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,61786450
Talk:Sadr-i a'zam,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,61786454
Talk:Pādešāh,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,61786533
Hakham Bashi,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,1670504
Languages of Turkey,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,13421631
Mass media in Turkey,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,2945560
Sheri,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,10346445
Waqf,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,77954
Talk:Fondations pieuses,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,61787839
Armenian Patriarch of Constantinople,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,1835319
List of schools in the Ottoman Empire,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,61093979
Demetrius Nicolaides,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,61796064
Sha'ban,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,1114554
Talk:Mahram,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,1373019
Ministry of Justice (Ottoman Empire),http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,61830783
Talk:Chériat,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,61839810
Talk:Cheriat,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,61839809
Senate of the Ottoman Empire,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,40425714
Armenian National Constitution,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,8670648
Demographics of Istanbul,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,61892017
Konstantinoupolis (newspaper),http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,61893369
Servet (newspaper),http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,61894010
Sharia,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,28840
List of high schools in Turkey,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,2119742
Ottoman Empire,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,22278
List of sultans of the Ottoman Empire,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,en,20427700
Livre des étoiles fixes,http://menadoc.bibliothek.uni-halle.de/content/titleinfo/459362,fr,12242754
Martin Noth,http://menadoc.bibliothek.uni-halle.de/dmg/periodical/pageview/68206,fr,4300060
Friedrich Rosen,http://menadoc.bibliothek.uni-halle.de/dmg/periodical/pageview/66272,fr,6485672
Friedrich Rosen,http://menadoc.bibliothek.uni-halle.de/dmg/periodical/pageview/67964,fr,6485672
Friedrich Rosen,http://menadoc.bibliothek.uni-halle.de/dmg/periodical/pageview/93295,fr,6485672
Jōkamachi,http://menadoc.bibliothek.uni-halle.de/dmg/periodical/pageview/92539,fr,6903089
Hermann Reckendorf,http://menadoc.bibliothek.uni-halle.de/dmg/periodical/pageview/35892,fr,7997256
Deutsche Morgenländische Gesellschaft,http://menadoc.bibliothek.uni-halle.de/dmg/periodical/pageview/77378,fr,8049560
Martin Schede,http://menadoc.bibliothek.uni-halle.de/dmg/periodical/pageview/75181,fr,8049891
Chahada,http://menadoc.bibliothek.uni-halle.de/dmg/periodical/pageview/92206,fr,3428048
Franz Rosenthal,http://menadoc.bibliothek.uni-halle.de/dmg/periodical/pageview/150956,fr,12813748
Karl Schoy,http://menadoc.bibliothek.uni-halle.de/dmg/periodical/pageview/67998,fr,12976454
Deutsche Morgenländische Gesellschaft,http://menadoc.bibliothek.uni-halle.de/dmg/periodical/structure/2327,fr,8049560
Nunation,http://menadoc.bibliothek.uni-halle.de/dmg/periodical/titleinfo/96166,fr,6203743
Bit hilani,http://menadoc.bibliothek.uni-halle.de/dmg/periodical/titleinfo/94014,fr,5277111
Oscar Benl,http://menadoc.bibliothek.uni-halle.de/dmg/periodical/titleinfo/93901,fr,7368800
Deutsche Morgenländische Gesellschaft,http://menadoc.bibliothek.uni-halle.de/dmg/periodical/titleinfo/150669,fr,8049560
Luigi Pio Tessitori,http://menadoc.bibliothek.uni-halle.de/dmg/periodical/titleinfo/64354,fr,8500024
Ꜣ,http://menadoc.bibliothek.uni-halle.de/dmg/periodical/titleinfo/62659,fr,7237454
Ꭓ,http://menadoc.bibliothek.uni-halle.de/dmg/periodical/titleinfo/62659,fr,6136571
Ꜥ,http://menadoc.bibliothek.uni-halle.de/dmg/periodical/titleinfo/62659,fr,7237456
Yod (lettre latine),http://menadoc.bibliothek.uni-halle.de/dmg/periodical/titleinfo/62659,fr,10919004
Rudra,http://menadoc.bibliothek.uni-halle.de/dmg/periodical/titleinfo/93853,fr,312295
Katip Çelebi,http://menadoc.bibliothek.uni-halle.de/inhouse/content/pageview/6056490,fr,1163696
Heinrich Suter,"http://menadoc.bibliothek.uni-halle.de/search?operation=searchRetrieve&query=(bib.personalName%3D(Suter,+Heinrich))",fr,12822685
Chronique du Khouzistan,http://menadoc.bibliothek.uni-halle.de/ssg/content/pageview/841750,fr,8341188
Chronique du Khouzistan,http://menadoc.bibliothek.uni-halle.de/ssg/content/pageview/865295,fr,8341188
Yaqout al-Rumi,http://menadoc.bibliothek.uni-halle.de/ssg/content/titleinfo/481263,fr,741001
Yaqout al-Rumi,http://menadoc.bibliothek.uni-halle.de/ssg/content/titleinfo/646556,fr,741001
Hermann Reckendorf,http://menadoc.bibliothek.uni-halle.de/ssg/content/titleinfo/885512,fr,7997256
Robert Lachmann,http://menadoc.bibliothek.uni-halle.de/ssg/content/titleinfo/1098185,fr,14008046
Discussion:Tanzimat,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,fr,6921099
Constitution nationale arménienne,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,fr,11859246
Cheikh al-Islam,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,fr,7767952
Empire ottoman,http://menadoc.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:5-91645,fr,27101
Orientalistik,http://menadoc.bibliothek.uni-halle.de/,de,8002
Miklós Murányi,http://menadoc.bibliothek.uni-halle.de/,de,8014543
Benutzer:Hajo-Muc,http://menadoc.bibliothek.uni-halle.de/,de,4691831
Benutzer Diskussion:LichtStrahlen,http://menadoc.bibliothek.uni-halle.de/,de,3959329
Wikipedia Diskussion:WikiProjekt Zentralasien,http://menadoc.bibliothek.uni-halle.de/,de,3311830
Al-Harām-Moschee,http://menadoc.bibliothek.uni-halle.de/content/pageview/1418625,de,3702111
Al-Harām-Moschee,http://menadoc.bibliothek.uni-halle.de/content/pageview/1418908,de,3702111
Hudschr ibn ʿAdī,http://menadoc.bibliothek.uni-halle.de/content/pageview/464455,de,11028512
Sunniten,http://menadoc.bibliothek.uni-halle.de/content/pageview/467635,de,16678
ʿAbd al-ʿAzīz ibn Marwān,http://menadoc.bibliothek.uni-halle.de/content/titleinfo/481492,de,8312273
ʿAin al-Muschāsch,http://menadoc.bibliothek.uni-halle.de/content/titleinfo/481492,de,10823427
Schurahbīl ibn Simt,http://menadoc.bibliothek.uni-halle.de/content/titleinfo/481492,de,11064966
Clavis linguarum semiticarum,http://menadoc.bibliothek.uni-halle.de/content/titleinfo/513765,de,6237261
Clavis linguarum semiticarum,http://menadoc.bibliothek.uni-halle.de/content/titleinfo/558613,de,6237261
Clavis linguarum semiticarum,http://menadoc.bibliothek.uni-halle.de/content/titleinfo/621710,de,6237261
Clavis linguarum semiticarum,http://menadoc.bibliothek.uni-halle.de/content/titleinfo/674643,de,6237261
Clavis linguarum semiticarum,http://menadoc.bibliothek.uni-halle.de/content/titleinfo/674531,de,6237261
Diskussion:Hamza/Archiv,http://menadoc.bibliothek.uni-halle.de/dmg,de,4999295
Erich Hauer,http://menadoc.bibliothek.uni-halle.de/dmg/periodical/pageview/82053,de,5150630
Diskussion:Jesus von Nazaret/Archiv/017,http://menadoc.bibliothek.uni-halle.de/dmg/periodical/pageview/133395,de,7772669
Jōkamachi,http://menadoc.bibliothek.uni-halle.de/dmg/periodical/pageview/92539,de,2761233
Albert Wesselski,http://menadoc.bibliothek.uni-halle.de/dmg/periodical/pageview/74849,de,5317555
Ignaz Goldziher,http://menadoc.bibliothek.uni-halle.de/dmg/periodical/pageview/110528,de,777195
Yamatai,http://menadoc.bibliothek.uni-halle.de/dmg/periodical/pageview/142273,de,2989676
Reinhard Schulze,http://menadoc.bibliothek.uni-halle.de/dmg/periodical/pageview/141006,de,4419406
Richard Hartmann (Orientalist),http://menadoc.bibliothek.uni-halle.de/dmg/periodical/pageview/78883,de,2930530
Diskussion:Portugal/Archiv/2011,http://menadoc.bibliothek.uni-halle.de/dmg/periodical/pageview/66968,de,6242773
Tibetischer Kalender,http://menadoc.bibliothek.uni-halle.de/dmg/periodical/pageview/151203,de,4674057
Diskussion:Jesus von Nazaret/Archiv/017,http://menadoc.bibliothek.uni-halle.de/dmg/periodical/pageview/133397,de,7772669
